id,question,answer
sess-bot-82,2025-09-25T16:47:57.864Z,101,365.60,331.97,4,1,bot
sess-bot-83,2025-09-25T16:47:57.867Z,23,205.54,461.55,10,2,bot
sess-bot-84,2025-09-25T16:47:57.869Z,60,270.51,148.62,7,3,bot
sess-bot-85,2025-09-25T16:47:57.871Z,65,826.62,331.25,5,2,bot
sess-bot-86,2025-09-25T16:47:57.874Z,118,91.13,127.01,2,0,bot
sess-bot-87,2025-09-25T16:47:57.876Z,63,941.83,285.33,6,5,bot
sess-bot-88,2025-09-25T16:47:57.879Z,110,336.30,23.91,10,5,bot
sess-bot-89,2025-09-25T16:47:57.881Z,50,676.50,257.77,7,3,bot
sess-bot-90,2025-09-25T16:47:57.884Z,72,766.38,300.51,8,4,bot
sess-bot-91,2025-09-25T16:47:57.886Z,155,954.08,365.70,4,3,bot
sess-bot-92,2025-09-25T16:47:57.889Z,82,534.78,148.77,1,0,bot
sess-bot-93,2025-09-25T16:47:57.891Z,104,282.68,264.65,3,0,bot
sess-bot-94,2025-09-25T16:47:57.893Z,91,1119.71,411.37,0,5,bot
sess-bot-95,2025-09-25T16:47:57.895Z,60,180.77,446.66,4,1,bot
sess-bot-96,2025-09-25T16:47:57.897Z,75,267.13,303.72,1,0,bot
sess-bot-97,2025-09-25T16:47:57.900Z,160,745.57,481.18,2,1,bot
sess-bot-98,2025-09-25T16:47:57.903Z,104,283.29,234.13,4,0,bot
sess-bot-99,2025-09-25T16:47:57.905Z,59,1185.53,376.09,7,2,bot
sess-bot-100,2025-09-25T16:47:57.907Z,180,763.11,324.19,9,0,bot
sess-bot-101,2025-09-25T16:47:57.909Z,69,1206.77,30.55,1,4,bot
sess-bot-102,2025-09-25T16:47:57.912Z,15,25.73,229.00,1,4,bot
sess-bot-103,2025-09-25T16:47:57.915Z,24,976.63,333.07,7,5,bot
sess-bot-104,2025-09-25T16:47:57.918Z,131,515.25,286.93,5,3,bot
sess-bot-105,2025-09-25T16:47:57.920Z,21,1270.60,420.39,4,0,bot
sess-bot-106,2025-09-25T16:47:57.923Z,20,456.50,89.43,9,3,bot
sess-bot-107,2025-09-25T16:47:57.925Z,90,873.02,89.68,1,2,bot
sess-bot-108,2025-09-25T16:47:57.928Z,55,636.81,109.67,7,4,bot
sess-bot-109,2025-09-25T16:47:57.930Z,15,1192.97,222.00,0,3,bot
sess-bot-110,2025-09-25T16:47:57.933Z,181,90.58,266.92,6,0,bot
sess-bot-111,2025-09-25T16:47:57.936Z,188,482.37,246.29,4,1,bot
sess-bot-112,2025-09-25T16:47:57.938Z,113,1461.21,137.27,1,3,bot
sess-bot-113,2025-09-25T16:47:57.940Z,19,1018.48,461.07,7,5,bot
sess-bot-114,2025-09-25T16:47:57.943Z,148,616.15,194.25,10,0,bot
sess-bot-115,2025-09-25T16:47:57.945Z,187,818.33,380.49,7,2,bot
sess-bot-116,2025-09-25T16:47:57.948Z,58,63.01,455.46,0,2,bot
sess-bot-117,2025-09-25T16:47:57.951Z,69,1317.15,448.69,1,4,bot
sess-bot-118,2025-09-25T16:47:57.953Z,65,1123.46,350.99,4,5,bot
sess-bot-119,2025-09-25T16:47:57.955Z,172,611.40,160.37,4,1,bot
sess-bot-120,2025-09-25T16:47:57.958Z,89,613.72,477.27,10,5,bot
sess-bot-121,2025-09-25T16:47:57.960Z,49,1497.80,357.01,6,2,bot
sess-bot-122,2025-09-25T16:47:57.962Z,68,653.37,412.07,0,0,bot
sess-bot-123,2025-09-25T16:47:57.965Z,172,891.87,171.40,7,5,bot
sess-bot-124,2025-09-25T16:47:57.968Z,67,1289.44,6.51,3,3,bot
sess-bot-125,2025-09-25T16:47:57.971Z,85,1187.94,234.71,3,3,bot
sess-bot-126,2025-09-25T16:47:57.973Z,181,641.00,223.37,1,4,bot
sess-bot-127,2025-09-25T16:47:57.975Z,185,880.65,54.92,4,5,bot
sess-bot-128,2025-09-25T16:47:57.979Z,10,1447.15,308.51,3,5,bot
sess-bot-129,2025-09-25T16:47:57.981Z,96,607.80,273.89,1,4,bot
sess-bot-130,2025-09-25T16:47:57.985Z,26,602.19,119.31,9,1,bot
sess-bot-131,2025-09-25T16:47:57.987Z,42,243.54,429.71,8,1,bot
sess-bot-132,2025-09-25T16:47:57.990Z,162,1019.59,132.03,5,3,bot
sess-bot-133,2025-09-25T16:47:57.992Z,40,920.44,50.73,3,2,bot
sess-bot-134,2025-09-25T16:47:58.003Z,17,1209.32,128.71,2,2,bot
sess-bot-135,2025-09-25T16:47:58.007Z,182,657.17,111.47,10,0,bot
sess-bot-136,2025-09-25T16:47:58.010Z,133,413.67,409.17,7,3,bot
sess-bot-137,2025-09-25T16:47:58.013Z,103,599.57,490.44,2,1,bot
sess-bot-138,2025-09-25T16:47:58.016Z,90,380.75,281.51,2,3,bot
sess-bot-139,2025-09-25T16:47:58.019Z,71,833.83,71.82,3,3,bot
sess-bot-140,2025-09-25T16:47:58.022Z,33,591.72,84.49,5,3,bot
sess-bot-141,2025-09-25T16:47:58.025Z,80,1019.33,240.87,1,3,bot
sess-bot-142,2025-09-25T16:47:58.028Z,101,1081.16,339.67,1,4,bot
sess-bot-143,2025-09-25T16:47:58.031Z,190,1234.68,165.65,8,2,bot
sess-bot-144,2025-09-25T16:47:58.034Z,149,969.62,161.94,10,4,bot
sess-bot-145,2025-09-25T16:47:58.037Z,42,650.73,147.60,2,4,bot
sess-bot-146,2025-09-25T16:47:58.040Z,93,661.15,27.72,3,5,bot
sess-bot-147,2025-09-25T16:47:58.043Z,114,91.17,416.39,10,1,bot
sess-bot-148,2025-09-25T16:47:58.046Z,39,464.56,330.38,5,1,bot
sess-bot-149,2025-09-25T16:47:58.049Z,13,88.62,189.71,1,0,bot
sess-bot-150,2025-09-25T16:47:58.053Z,143,921.38,365.64,7,0,bot
sess-bot-151,2025-09-25T16:47:58.056Z,141,1492.95,16.25,10,0,bot
sess-bot-152,2025-09-25T16:47:58.058Z,84,495.69,155.71,4,4,bot
sess-bot-153,2025-09-25T16:47:58.061Z,173,988.30,372.05,2,3,bot
sess-bot-154,2025-09-25T16:47:58.064Z,72,1456.62,23.14,4,1,bot
sess-bot-155,2025-09-25T16:47:58.068Z,150,227.26,7.83,4,5,bot
sess-bot-156,2025-09-25T16:47:58.071Z,184,198.14,499.08,2,0,bot
sess-bot-157,2025-09-25T16:47:58.074Z,46,530.00,178.15,9,3,bot
sess-bot-158,2025-09-25T16:47:58.076Z,158,26.92,31.15,7,1,bot
sess-bot-159,2025-09-25T16:47:58.079Z,67,790.31,105.98,3,3,bot
sess-bot-160,2025-09-25T16:47:58.083Z,105,913.49,407.90,4,2,bot
sess-bot-161,2025-09-25T16:47:58.086Z,81,1320.76,170.42,7,0,bot
sess-bot-162,2025-09-25T16:47:58.090Z,155,604.57,60.78,7,1,bot
sess-bot-163,2025-09-25T16:47:58.092Z,91,451.93,333.57,5,3,bot
sess-bot-164,2025-09-25T16:47:58.095Z,47,1247.68,185.60,8,0,bot
sess-bot-165,2025-09-25T16:47:58.099Z,144,571.98,226.56,3,0,bot
sess-bot-166,2025-09-25T16:47:58.102Z,144,941.93,178.71,10,4,bot
sess-bot-167,2025-09-25T16:47:58.104Z,185,190.73,343.78,9,3,bot
sess-bot-168,2025-09-25T16:47:58.107Z,171,683.33,70.94,10,2,bot
sess-bot-169,2025-09-25T16:47:58.110Z,140,928.15,24.81,7,5,bot
sess-bot-170,2025-09-25T16:47:58.112Z,14,587.80,215.01,7,3,bot
sess-bot-171,2025-09-25T16:47:58.116Z,164,136.89,79.20,5,0,bot
sess-bot-172,2025-09-25T16:47:58.120Z,198,1083.76,393.59,5,5,bot
sess-bot-173,2025-09-25T16:47:58.122Z,29,748.88,312.68,9,0,bot
sess-bot-174,2025-09-25T16:47:58.125Z,56,1238.71,116.57,10,3,bot
sess-bot-175,2025-09-25T16:47:58.128Z,49,1416.61,471.56,7,1,bot
sess-bot-176,2025-09-25T16:47:58.130Z,29,644.72,310.74,6,2,bot
sess-bot-177,2025-09-25T16:47:58.133Z,2,191.13,322.39,2,1,bot
sess-bot-178,2025-09-25T16:47:58.136Z,199,817.70,324.30,3,5,bot
sess-bot-179,2025-09-25T16:47:58.139Z,21,749.30,211.32,4,2,bot
sess-bot-180,2025-09-25T16:47:58.142Z,67,1113.82,208.79,9,5,bot
sess-bot-181,2025-09-25T16:47:58.144Z,84,27.73,209.61,2,4,bot
sess-bot-182,2025-09-25T16:47:58.147Z,104,439.86,77.37,3,4,bot
sess-bot-183,2025-09-25T16:47:58.150Z,107,1006.76,461.66,8,5,bot
sess-bot-184,2025-09-25T16:47:58.153Z,84,1222.18,281.48,6,2,bot
sess-bot-185,2025-09-25T16:47:58.156Z,78,1233.48,251.40,7,0,bot
sess-bot-186,2025-09-25T16:47:58.159Z,105,1163.84,146.15,10,2,bot
sess-bot-187,2025-09-25T16:47:58.162Z,29,1139.80,448.39,5,4,bot
sess-bot-188,2025-09-25T16:47:58.164Z,39,521.43,208.90,6,4,bot
sess-bot-189,2025-09-25T16:47:58.168Z,107,121.43,233.39,0,3,bot
sess-bot-190,2025-09-25T16:47:58.171Z,83,736.81,213.09,1,1,bot
sess-bot-191,2025-09-25T16:47:58.174Z,146,105.63,25.50,4,0,bot
sess-bot-192,2025-09-25T16:47:58.177Z,117,832.63,204.93,7,1,bot
sess-bot-193,2025-09-25T16:47:58.180Z,66,622.96,477.12,5,4,bot
sess-bot-194,2025-09-25T16:47:58.184Z,113,62.98,109.33,2,3,bot
sess-bot-195,2025-09-25T16:47:58.187Z,25,1113.11,274.99,10,2,bot
sess-bot-196,2025-09-25T16:47:58.189Z,14,13.05,296.80,6,4,bot
sess-bot-197,2025-09-25T16:47:58.192Z,135,296.69,480.32,8,3,bot
sess-bot-198,2025-09-25T16:47:58.195Z,185,769.02,387.42,6,0,bot
sess-bot-199,2025-09-25T16:47:58.197Z,48,858.75,241.07,1,4,bot
sess-bot-200,2025-09-25T16:47:58.201Z,157,481.93,196.75,0,2,bot
sess-bot-201,2025-09-25T16:47:58.203Z,128,495.98,154.54,2,1,bot
sess-bot-202,2025-09-25T16:47:58.206Z,144,748.13,41.10,2,2,bot
sess-bot-203,2025-09-25T16:47:58.209Z,60,1436.81,187.29,10,4,bot
sess-bot-204,2025-09-25T16:47:58.211Z,104,113.44,466.93,6,1,bot
sess-bot-205,2025-09-25T16:47:58.214Z,155,353.43,59.28,4,2,bot
sess-bot-206,2025-09-25T16:47:58.217Z,77,299.42,149.87,2,0,bot
sess-bot-207,2025-09-25T16:47:58.219Z,115,1155.69,72.34,7,0,bot
sess-bot-208,2025-09-25T16:47:58.221Z,193,122.56,265.00,5,4,bot
sess-bot-209,2025-09-25T16:47:58.224Z,118,155.96,498.79,6,2,bot
sess-bot-210,2025-09-25T16:47:58.226Z,150,1071.96,31.42,9,5,bot
sess-bot-211,2025-09-25T16:47:58.229Z,40,375.93,418.00,1,2,bot
sess-bot-212,2025-09-25T16:47:58.231Z,93,1217.14,75.77,10,0,bot
sess-bot-213,2025-09-25T16:47:58.234Z,90,1229.27,186.53,6,2,bot
sess-bot-214,2025-09-25T16:47:58.237Z,53,1268.27,341.04,5,3,bot
sess-bot-215,2025-09-25T16:47:58.240Z,66,1101.92,77.90,8,3,bot
sess-bot-216,2025-09-25T16:47:58.242Z,120,718.61,64.21,4,2,bot
sess-bot-217,2025-09-25T16:47:58.244Z,9,314.37,33.78,8,0,bot
sess-bot-218,2025-09-25T16:47:58.246Z,24,1191.96,248.33,2,0,bot
sess-bot-219,2025-09-25T16:47:58.249Z,157,1118.85,237.05,4,4,bot
sess-bot-220,2025-09-25T16:47:58.252Z,147,1264.01,50.91,5,0,bot
sess-bot-221,2025-09-25T16:47:58.254Z,172,1289.14,52.77,5,2,bot
sess-bot-222,2025-09-25T16:47:58.255Z,137,1419.47,388.93,3,4,bot
sess-bot-223,2025-09-25T16:47:58.257Z,26,1266.70,116.11,4,3,bot
sess-bot-224,2025-09-25T16:47:58.258Z,173,998.57,418.23,0,5,bot
sess-bot-225,2025-09-25T16:47:58.260Z,107,130.12,308.33,10,0,bot
sess-bot-226,2025-09-25T16:47:58.261Z,86,848.40,315.89,3,0,bot
sess-bot-227,2025-09-25T16:47:58.263Z,7,502.05,68.54,6,3,bot
sess-bot-228,2025-09-25T16:47:58.265Z,185,728.27,393.95,10,1,bot
sess-bot-229,2025-09-25T16:47:58.267Z,10,804.26,51.36,5,4,bot
sess-bot-230,2025-09-25T16:47:58.269Z,165,1053.79,86.95,5,4,bot
sess-bot-231,2025-09-25T16:47:58.272Z,46,1271.32,359.46,1,4,bot
sess-bot-232,2025-09-25T16:47:58.274Z,77,831.14,274.27,9,3,bot
sess-bot-233,2025-09-25T16:47:58.278Z,43,323.01,334.14,6,0,bot
sess-bot-234,2025-09-25T16:47:58.283Z,44,99.06,100.98,5,5,bot
sess-bot-235,2025-09-25T16:47:58.285Z,47,808.11,369.15,1,3,bot
sess-bot-236,2025-09-25T16:47:58.287Z,171,268.73,459.21,8,0,bot
sess-bot-237,2025-09-25T16:47:58.289Z,195,8.12,22.13,3,1,bot
sess-bot-238,2025-09-25T16:47:58.291Z,169,365.26,439.03,3,5,bot
sess-bot-239,2025-09-25T16:47:58.293Z,190,65.63,402.59,4,1,bot
sess-bot-240,2025-09-25T16:47:58.294Z,153,208.76,197.32,1,1,bot
sess-bot-241,2025-09-25T16:47:58.296Z,45,954.70,85.77,6,1,bot
sess-bot-242,2025-09-25T16:47:58.299Z,184,1152.57,236.06,1,4,bot
sess-bot-243,2025-09-25T16:47:58.301Z,182,688.04,15.83,0,2,bot
sess-bot-244,2025-09-25T16:47:58.303Z,101,148.37,249.55,1,3,bot
sess-bot-245,2025-09-25T16:47:58.305Z,79,221.06,22.57,3,0,bot
sess-bot-246,2025-09-25T16:47:58.307Z,150,617.99,305.59,0,2,bot
sess-bot-247,2025-09-25T16:47:58.309Z,60,1493.42,258.00,8,0,bot
sess-bot-248,2025-09-25T16:47:58.311Z,112,702.12,15.48,0,2,bot
sess-bot-249,2025-09-25T16:47:58.314Z,45,620.50,499.50,1,5,bot
sess-bot-250,2025-09-25T16:47:58.316Z,17,1261.24,401.40,7,2,bot
sess-bot-251,2025-09-25T16:47:58.318Z,114,496.95,15.07,1,1,bot
sess-bot-252,2025-09-25T16:47:58.320Z,115,563.31,417.51,7,3,bot
sess-bot-253,2025-09-25T16:47:58.322Z,165,770.30,380.47,6,1,bot
sess-bot-254,2025-09-25T16:47:58.324Z,58,829.32,421.85,5,4,bot
sess-bot-255,2025-09-25T16:47:58.326Z,193,1497.34,287.69,9,5,bot
sess-bot-256,2025-09-25T16:47:58.329Z,172,906.84,225.49,5,4,bot
sess-bot-257,2025-09-25T16:47:58.332Z,151,903.36,62.73,6,0,bot
sess-bot-258,2025-09-25T16:47:58.334Z,4,996.22,26.49,0,4,bot
sess-bot-259,2025-09-25T16:47:58.337Z,98,269.90,446.37,0,0,bot
sess-bot-260,2025-09-25T16:47:58.339Z,78,334.14,187.10,6,1,bot
sess-bot-261,2025-09-25T16:47:58.341Z,166,959.50,319.16,6,2,bot
sess-bot-262,2025-09-25T16:47:58.343Z,81,620.77,122.99,2,3,bot
sess-bot-263,2025-09-25T16:47:58.346Z,148,130.35,418.74,6,0,bot
sess-bot-264,2025-09-25T16:47:58.348Z,192,766.72,263.04,10,0,bot
sess-bot-265,2025-09-25T16:47:58.351Z,25,1467.96,371.15,4,4,bot
sess-bot-266,2025-09-25T16:47:58.354Z,111,91.78,450.19,5,3,bot
sess-bot-267,2025-09-25T16:47:58.356Z,95,1092.09,306.83,6,0,bot
sess-bot-268,2025-09-25T16:47:58.358Z,63,1140.98,412.25,2,5,bot
sess-bot-269,2025-09-25T16:47:58.360Z,189,470.71,403.65,8,0,bot
sess-bot-270,2025-09-25T16:47:58.362Z,155,275.96,105.75,3,2,bot
sess-bot-271,2025-09-25T16:47:58.365Z,105,856.62,278.46,6,1,bot
sess-bot-272,2025-09-25T16:47:58.367Z,48,1240.46,248.87,5,2,bot
sess-bot-273,2025-09-25T16:47:58.370Z,8,1307.49,10.10,6,1,bot
sess-bot-274,2025-09-25T16:47:58.372Z,37,895.59,218.52,7,1,bot
sess-bot-275,2025-09-25T16:47:58.375Z,166,1406.04,266.17,7,2,bot
sess-bot-276,2025-09-25T16:47:58.377Z,167,196.17,88.05,3,4,bot
sess-bot-277,2025-09-25T16:47:58.379Z,68,95.29,466.17,9,2,bot
sess-bot-278,2025-09-25T16:47:58.381Z,191,471.13,461.15,7,0,bot
sess-bot-279,2025-09-25T16:47:58.384Z,44,20.13,454.43,4,3,bot
sess-bot-280,2025-09-25T16:47:58.386Z,26,1156.32,167.30,5,2,bot
sess-bot-281,2025-09-25T16:47:58.388Z,186,372.05,32.64,8,1,bot
sess-bot-282,2025-09-25T16:47:58.390Z,66,7.54,273.50,5,0,bot
sess-bot-283,2025-09-25T16:47:58.391Z,46,417.85,386.07,0,2,bot
sess-bot-284,2025-09-25T16:47:58.393Z,13,259.13,367.47,9,0,bot
sess-bot-285,2025-09-25T16:47:58.395Z,36,202.58,111.62,5,5,bot
sess-bot-286,2025-09-25T16:47:58.397Z,135,40.14,396.75,0,2,bot
sess-bot-287,2025-09-25T16:47:58.399Z,116,904.08,480.35,2,1,bot
sess-bot-288,2025-09-25T16:47:58.402Z,200,755.58,303.81,2,1,bot
sess-bot-289,2025-09-25T16:47:58.404Z,152,1115.46,31.86,4,4,bot
sess-bot-290,2025-09-25T16:47:58.405Z,199,710.34,48.63,4,2,bot
sess-bot-291,2025-09-25T16:47:58.408Z,117,1068.89,387.74,3,3,bot
sess-bot-292,2025-09-25T16:47:58.409Z,186,129.77,203.33,2,0,bot
sess-bot-293,2025-09-25T16:47:58.411Z,131,623.73,61.31,9,4,bot
sess-bot-294,2025-09-25T16:47:58.413Z,53,373.28,311.55,2,0,bot
sess-bot-295,2025-09-25T16:47:58.416Z,135,505.61,233.44,6,3,bot
sess-bot-296,2025-09-25T16:47:58.419Z,182,933.87,492.07,2,2,bot
sess-bot-297,2025-09-25T16:47:58.421Z,96,187.48,40.82,6,5,bot
sess-bot-298,2025-09-25T16:47:58.423Z,82,582.45,10.13,8,4,bot
sess-bot-299,2025-09-25T16:47:58.425Z,11,103.08,39.74,2,1,bot
sess-bot-300,2025-09-25T16:47:58.427Z,34,824.27,420.36,6,3,bot
sess-bot-301,2025-09-25T16:47:58.429Z,110,1221.47,33.83,2,3,bot
sess-bot-302,2025-09-25T16:47:58.432Z,149,1184.04,323.93,7,4,bot
sess-bot-303,2025-09-25T16:47:58.434Z,179,377.28,60.66,4,4,bot
sess-bot-304,2025-09-25T16:47:58.436Z,2,1042.69,241.08,2,4,bot
sess-bot-305,2025-09-25T16:47:58.437Z,91,1144.49,120.78,6,5,bot
sess-bot-306,2025-09-25T16:47:58.439Z,99,1013.75,29.65,6,4,bot
sess-bot-307,2025-09-25T16:47:58.441Z,0,785.69,179.42,10,2,bot
sess-bot-308,2025-09-25T16:47:58.443Z,122,339.85,389.23,5,4,bot
sess-bot-309,2025-09-25T16:47:58.445Z,160,1000.47,101.44,9,3,bot
sess-bot-310,2025-09-25T16:47:58.447Z,119,305.81,429.30,7,2,bot
sess-bot-311,2025-09-25T16:47:58.450Z,139,22.72,203.99,3,5,bot
sess-bot-312,2025-09-25T16:47:58.452Z,21,225.96,208.13,9,0,bot
sess-bot-313,2025-09-25T16:47:58.454Z,57,990.26,494.07,1,1,bot
sess-bot-314,2025-09-25T16:47:58.455Z,153,563.15,108.07,3,0,bot
